날짜,지점명,평균기온,최고기온,최저기온,일강수량,일조합
2023-04-16,대전,10.9,17.0,6.9,0.0,5.2
2023-04-17,대전,13.6,20.8,4.8,,10.8
2023-04-18,대전,13.8,15.5,12.4,1.3,0.0
2023-04-19,대전,20.2,28.0,13.2,,9.8
2023-04-20,대전,19.9,25.7,15.1,,2.9
2023-04-21,대전,17.5,23.2,13.0,0.0,5.3
2023-04-22,대전,16.2,21.5,11.0,,7.8
2023-04-23,대전,15.9,21.3,11.4,,4.7
2023-04-24,대전,15.0,19.8,11.4,,4.1
2023-04-25,대전,9.3,11.5,7.9,1.8,0.0
2023-04-26,대전,9.5,16.3,5.1,,7.8
2023-04-27,대전,12.7,22.6,2.5,,12.3
2023-04-28,대전,16.2,23.7,5.8,,8.6
2023-04-29,대전,14.0,18.3,8.9,7.6,0.0
2023-04-30,대전,13.5,19.8,7.1,,12.2
2023-05-01,대전,14.7,21.4,9.3,,11.1
2023-05-02,대전,17.0,26.0,6.7,,10.2
2023-05-03,대전,19.1,26.2,12.0,,8.4
2023-05-04,대전,20.1,27.3,14.9,1.8,5.6
2023-05-05,대전,19.0,20.8,16.3,83.3,0.0
2023-05-06,대전,15.1,19.7,12.1,38.6,0.0
2023-05-07,대전,12.0,15.7,7.7,0.2,0.2
2023-05-08,대전,13.7,22.8,5.1,,11.2
2023-05-09,대전,16.5,25.4,7.2,,12.9
2023-05-10,대전,17.3,25.8,9.4,,10.2
2023-05-11,대전,18.9,27.2,10.1,,12.8
2023-05-12,대전,18.5,25.3,11.7,,4.5
2023-05-13,대전,18.2,24.6,12.7,,11.8
2023-05-14,대전,17.8,25.9,9.8,,11.8
2023-05-15,대전,20.5,28.7,10.5,,12.7
2023-05-16,대전,23.5,31.1,14.8,,12.1
2023-05-17,대전,23.6,31.4,15.6,,11.8
2023-05-18,대전,19.2,22.1,17.9,0.0,0.0
2023-05-19,대전,20.8,25.7,16.1,,4.5
2023-05-20,대전,20.6,27.9,14.5,,12.1
2023-05-21,대전,18.3,23.9,15.5,,6.3
2023-05-22,대전,17.5,22.5,13.7,5.7,3.4
2023-05-23,대전,18.5,25.4,11.7,,10.4
2023-05-24,대전,19.9,27.1,12.4,,5.5
2023-05-25,대전,21.3,27.6,15.3,,7.2
2023-05-26,대전,21.8,26.8,16.2,0.0,9.0
2023-05-27,대전,20.8,23.1,18.9,0.6,0.3
2023-05-28,대전,20.2,21.3,18.5,34.7,0.0
2023-05-29,대전,20.4,22.6,18.4,28.0,0.2
2023-05-30,대전,21.6,26.5,16.5,,7.0
2023-05-31,대전,22.3,28.3,16.5,,13.1
2023-06-01,대전,22.4,28.0,17.5,,3.2
2023-06-02,대전,21.9,27.2,18.1,0.0,7.8
2023-06-03,대전,21.9,28.1,15.6,,11.9
2023-06-04,대전,22.6,28.7,17.1,,11.4
2023-06-05,대전,21.5,26.7,17.5,,9.4
2023-06-06,대전,21.4,28.4,15.6,,12.2
2023-06-07,대전,21.7,26.4,16.6,,7.2
2023-06-08,대전,22.3,28.4,18.5,0.3,7.0
2023-06-09,대전,23.2,29.2,18.4,0.3,9.6
2023-06-10,대전,23.3,31.7,18.8,1.3,6.0
2023-06-11,대전,23.5,30.0,17.5,0.0,9.0
2023-06-12,대전,23.3,29.9,17.6,,8.6
2023-06-13,대전,22.8,28.7,18.7,,8.4
2023-06-14,대전,22.6,28.6,17.2,,9.4
2023-06-15,대전,22.3,28.5,16.6,,9.5
2023-06-16,대전,24.4,31.9,17.0,,13.0
2023-06-17,대전,25.0,32.5,18.8,,10.3
2023-06-18,대전,26.1,33.1,19.6,,11.3
2023-06-19,대전,27.0,33.5,19.8,,11.2
2023-06-20,대전,23.7,27.7,20.2,2.9,3.1
2023-06-21,대전,21.3,24.4,19.5,1.6,0.2
2023-06-22,대전,22.9,28.4,19.1,,5.6
2023-06-23,대전,25.7,31.8,20.2,,12.6
2023-06-24,대전,27.1,33.5,22.1,,10.5
2023-06-25,대전,26.7,32.8,21.3,0.0,7.8
2023-06-26,대전,23.8,26.1,20.8,54.5,0.0
2023-06-27,대전,26.1,31.4,22.0,25.3,10.2
2023-06-28,대전,24.1,27.1,19.5,5.7,2.7
2023-06-29,대전,24.6,25.8,23.2,50.8,0.0
2023-06-30,대전,24.2,26.1,22.9,4.8,0.4
2023-07-01,대전,27.3,33.1,23.0,,8.3
2023-07-02,대전,27.5,31.3,23.3,,5.9
2023-07-03,대전,28.4,33.4,24.0,,6.4
2023-07-04,대전,24.7,26.9,22.9,80.2,0.0
2023-07-05,대전,24.3,28.7,22.0,27.7,5.7
2023-07-06,대전,26.4,32.4,20.8,,8.1
2023-07-07,대전,21.6,26.3,18.8,68.7,0.0
2023-07-08,대전,23.9,29.3,18.8,2.6,2.1
2023-07-09,대전,26.4,30.2,22.8,0.1,2.9
2023-07-10,대전,26.5,31.5,21.3,36.2,8.3
2023-07-11,대전,23.6,26.0,22.1,39.6,0.1
2023-07-12,대전,26.7,31.0,23.5,7.8,5.7
2023-07-13,대전,25.2,26.4,23.9,9.5,0.0
2023-07-14,대전,24.2,24.9,23.2,221.8,0.0
2023-07-15,대전,23.2,25.0,21.3,105.6,0.0
2023-07-16,대전,24.3,28.5,21.6,1.5,1.7
2023-07-17,대전,25.4,31.4,23.1,30.9,3.8
2023-07-18,대전,23.0,24.3,22.0,73.0,0.6
2023-07-19,대전,26.0,31.7,22.0,,9.5
2023-07-20,대전,26.8,31.6,22.3,,8.7
2023-07-21,대전,27.6,34.2,23.6,,7.9
2023-07-22,대전,25.3,30.0,23.5,1.0,4.9
2023-07-23,대전,24.8,27.0,23.7,20.2,0.0
2023-07-24,대전,26.1,30.1,23.8,5.1,3.9
2023-07-25,대전,25.1,29.1,22.7,9.1,1.1
2023-07-26,대전,25.9,32.7,22.6,3.7,7.7
2023-07-27,대전,27.5,33.6,22.6,0.3,7.5
2023-07-28,대전,28.4,33.7,23.4,0.1,9.0
2023-07-29,대전,29.5,35.0,24.6,,11.9
2023-07-30,대전,27.4,33.9,23.2,31.6,7.1
2023-07-31,대전,27.8,32.2,23.7,,9.1
2023-08-01,대전,29.5,34.6,24.8,,10.1
2023-08-02,대전,29.1,33.8,25.3,0.0,7.3
2023-08-03,대전,29.2,34.4,23.7,,10.3
2023-08-04,대전,29.6,34.8,25.2,,8.5
2023-08-05,대전,30.0,35.3,25.9,,11.3
2023-08-06,대전,29.5,35.7,24.8,6.3,10.6
2023-08-07,대전,29.7,35.4,24.9,,8.3
2023-08-08,대전,30.1,34.9,25.9,,10.4
2023-08-09,대전,26.4,29.6,23.0,45.4,0.5
2023-08-10,대전,21.3,23.2,20.6,143.3,0.0
2023-08-11,대전,25.3,30.0,21.0,8.0,3.0
2023-08-12,대전,24.2,28.8,19.2,3.7,1.2
2023-08-13,대전,26.8,32.0,22.5,,4.1
2023-08-14,대전,28.1,33.6,23.8,,9.2
2023-08-15,대전,28.1,33.1,24.3,,8.9
2023-08-16,대전,27.7,32.7,24.8,,6.1
2023-08-17,대전,26.1,31.5,22.4,1.5,4.5
2023-08-18,대전,28.3,33.0,23.9,0.2,10.0
2023-08-19,대전,28.2,33.4,24.1,,7.7
2023-08-20,대전,28.1,33.3,24.6,,7.3
2023-08-21,대전,29.2,34.1,25.0,,8.0
2023-08-22,대전,27.6,33.7,23.9,1.5,5.6
2023-08-23,대전,26.7,32.6,23.9,22.8,2.4
2023-08-24,대전,25.5,30.3,23.1,44.3,0.6
2023-08-25,대전,26.2,31.2,22.7,,10.2
2023-08-26,대전,25.0,31.0,20.4,,9.9
2023-08-27,대전,26.2,31.3,21.6,,5.0
2023-08-28,대전,26.1,29.0,23.6,,1.1
2023-08-29,대전,24.8,28.0,21.6,5.5,0.0
2023-08-30,대전,21.1,22.7,19.8,44.4,0.0
2023-08-31,대전,22.5,27.1,19.8,,4.3
2023-09-01,대전,23.1,29.4,18.2,,8.9
2023-09-02,대전,24.6,31.3,17.9,0.0,8.8
2023-09-03,대전,27.0,32.5,22.3,,6.3
2023-09-04,대전,27.4,31.5,24.0,,2.6
2023-09-05,대전,26.9,31.2,23.8,,6.1
2023-09-06,대전,26.0,31.3,21.0,,9.0
2023-09-07,대전,25.0,30.1,19.8,,12.0
2023-09-08,대전,23.3,29.4,17.6,,12.0
2023-09-09,대전,24.1,31.0,17.7,,11.7
2023-09-10,대전,24.9,31.4,19.4,,9.4
2023-09-11,대전,25.2,30.6,21.3,,6.6
2023-09-12,대전,24.5,29.5,20.9,,5.4
2023-09-13,대전,21.0,23.2,18.9,27.5,0.0
2023-09-14,대전,22.1,26.1,19.2,5.9,0.3
2023-09-15,대전,21.9,24.2,20.7,15.1,0.0
2023-09-16,대전,22.5,26.5,21.0,58.9,0.5
2023-09-17,대전,24.4,28.6,21.3,0.0,3.2
2023-09-18,대전,24.5,30.1,21.3,2.2,7.4
2023-09-19,대전,23.6,28.3,20.1,,5.7
2023-09-20,대전,20.9,22.9,19.2,152.7,0.0
2023-09-21,대전,18.4,21.5,16.2,3.0,0.0
2023-09-22,대전,18.6,24.9,14.9,,6.8
2023-09-23,대전,19.5,25.4,14.3,,6.0
2023-09-24,대전,21.1,25.4,16.2,,9.7
2023-09-25,대전,21.4,26.9,18.0,4.0,2.9
2023-09-26,대전,20.4,22.2,19.0,35.2,0.0
2023-09-27,대전,21.5,23.9,20.4,1.4,0.3
2023-09-28,대전,22.2,27.0,18.3,,8.7
2023-09-29,대전,20.2,24.9,17.5,,1.4
2023-09-30,대전,18.6,24.0,14.2,4.3,5.8
2023-10-01,대전,17.8,23.3,13.4,,10.9
2023-10-02,대전,16.7,23.6,10.9,,11.0
2023-10-03,대전,15.2,20.8,11.1,,1.6
2023-10-04,대전,17.8,24.1,10.9,,8.2
2023-10-05,대전,14.5,19.7,11.3,,10.7
2023-10-06,대전,15.0,21.2,9.3,,9.4
2023-10-07,대전,15.7,20.4,10.6,,2.5
2023-10-08,대전,17.2,21.3,14.8,,1.3
2023-10-09,대전,17.3,22.2,12.9,,3.2
2023-10-10,대전,16.5,22.4,12.0,,9.4
2023-10-11,대전,16.6,23.8,11.1,,10.6
2023-10-12,대전,16.1,23.8,9.8,,10.4
2023-10-13,대전,16.4,22.9,12.0,,4.9
2023-10-14,대전,15.3,21.7,10.8,0.0,5.1
2023-10-15,대전,15.1,21.1,10.5,,7.0
2023-10-16,대전,14.7,20.7,8.9,,8.9
2023-10-17,대전,13.3,21.4,6.1,,10.4
2023-10-18,대전,14.8,23.5,7.5,,10.2
2023-10-19,대전,15.2,19.5,12.0,11.1,0.1
2023-10-20,대전,11.8,16.2,7.4,1.1,7.9
2023-10-21,대전,10.6,18.2,3.9,0.0,8.6
2023-10-22,대전,11.8,19.4,4.7,,7.7
2023-10-23,대전,13.7,21.3,8.1,,7.3
2023-10-24,대전,14.0,20.6,8.3,0.0,6.2
2023-10-25,대전,15.7,22.8,10.4,,9.8
2023-10-26,대전,16.6,22.4,11.2,,6.9
2023-10-27,대전,14.3,18.9,10.6,,3.6
2023-10-28,대전,13.3,20.4,7.9,,7.5
2023-10-29,대전,13.3,21.4,7.0,,9.7
2023-10-30,대전,14.1,22.0,8.0,,9.6
2023-10-31,대전,14.8,23.0,9.8,,7.2
2023-11-01,대전,18.1,24.1,11.7,,3.3
2023-11-02,대전,19.6,26.3,13.9,,9.4
2023-11-03,대전,19.3,24.1,13.9,,5.0
2023-11-04,대전,18.8,21.8,17.1,0.0,0.2
2023-11-05,대전,19.3,25.8,16.4,7.5,2.4
2023-11-06,대전,15.5,20.0,9.9,11.5,3.1
2023-11-07,대전,8.3,13.3,3.8,0.0,8.1
2023-11-08,대전,8.4,18.3,1.4,,9.4
2023-11-09,대전,11.5,18.0,4.1,8.3,2.5
2023-11-10,대전,5.7,11.0,0.8,0.3,8.4
2023-11-11,대전,1.7,6.1,-1.3,,4.7
2023-11-12,대전,1.7,5.9,-1.5,,2.8
2023-11-13,대전,2.4,9.2,-2.7,,9.4
2023-11-14,대전,5.5,12.3,-1.0,,4.4
2023-11-15,대전,7.0,13.2,2.1,,8.1
2023-11-16,대전,5.3,7.0,3.2,7.5,0.0
2023-11-17,대전,2.5,7.1,-1.3,1.0,3.4
2023-11-18,대전,1.6,7.6,-3.5,0.8,3.1
2023-11-19,대전,7.8,13.2,1.0,,5.2
2023-11-20,대전,6.0,13.8,0.1,,9.2
2023-11-21,대전,6.2,16.2,-1.4,,9.1
2023-11-22,대전,7.9,15.4,0.0,,9.0
2023-11-23,대전,12.8,18.1,6.2,,7.8
2023-11-24,대전,1.2,6.2,-2.8,,7.4
2023-11-25,대전,-1.2,5.0,-5.7,,9.0
2023-11-26,대전,4.2,9.5,-2.6,0.4,4.4
2023-11-27,대전,7.0,11.7,4.6,3.0,0.8
2023-11-28,대전,3.4,7.2,-0.6,,6.8
2023-11-29,대전,2.4,6.8,-1.1,,3.2
2023-11-30,대전,-2.1,2.1,-6.4,0.0,8.1
2023-12-01,대전,-1.7,3.8,-5.9,,8.7
2023-12-02,대전,2.8,8.4,-4.0,0.0,2.2
2023-12-03,대전,2.7,8.5,-1.9,,8.8
2023-12-04,대전,2.3,9.8,-4.2,,8.7
2023-12-05,대전,3.6,12.0,-1.8,,6.5
2023-12-06,대전,6.0,12.8,-0.5,5.3,0.1
2023-12-07,대전,6.3,11.7,1.0,,8.0
2023-12-08,대전,10.6,19.2,0.6,,8.2
2023-12-09,대전,13.3,19.8,8.6,,8.2
2023-12-10,대전,13.9,19.4,9.1,,4.2
2023-12-11,대전,11.9,13.8,9.3,37.0,0.0
2023-12-12,대전,7.6,10.5,5.8,0.5,0.3
2023-12-13,대전,9.5,13.6,6.3,,4.1
2023-12-14,대전,9.6,10.8,8.8,26.6,0.0
2023-12-15,대전,8.9,12.6,5.7,47.0,0.0
2023-12-16,대전,-1.8,5.6,-7.2,2.8,1.8
2023-12-17,대전,-8.5,-4.4,-11.9,0.0,8.6
2023-12-18,대전,-5.6,-1.8,-10.2,,5.8
2023-12-19,대전,-2.5,1.1,-6.8,,0.5
2023-12-20,대전,-5.5,-1.6,-9.9,0.5,2.6
2023-12-21,대전,-9.7,-5.4,-12.3,0.0,7.1
2023-12-22,대전,-9.5,-4.6,-13.7,0.0,8.6
2023-12-23,대전,-5.6,0.4,-11.7,,8.1
2023-12-24,대전,-1.5,3.2,-4.3,0.7,5.9
2023-12-25,대전,-0.4,4.5,-3.3,0.0,4.2
2023-12-26,대전,2.2,8.2,-1.6,,5.5
2023-12-27,대전,2.6,9.6,-1.1,,8.0
2023-12-28,대전,1.2,6.8,-3.1,,4.2
2023-12-29,대전,1.9,7.7,-1.1,,2.1
2023-12-30,대전,0.8,3.3,-3.0,1.9,0.1
2023-12-31,대전,3.8,5.6,2.7,1.8,0.0
2024-01-01,대전,3.8,9.0,-0.2,,4.4
2024-01-02,대전,4.0,6.4,1.5,,0.0
2024-01-03,대전,1.9,5.9,-1.2,0.2,1.0
2024-01-04,대전,1.0,7.2,-3.7,,8.3
2024-01-05,대전,5.6,9.2,0.6,,0.1
2024-01-06,대전,1.4,6.8,-2.7,0.3,8.7
2024-01-07,대전,-2.2,1.9,-6.0,0.0,7.6
2024-01-08,대전,-3.8,2.5,-8.9,,8.7
2024-01-09,대전,0.8,6.9,-3.9,2.8,0.7
2024-01-10,대전,-1.3,0.4,-4.2,0.6,0.0
2024-01-11,대전,0.6,4.0,-4.7,,1.1
2024-01-12,대전,2.9,8.8,-1.5,,8.4
2024-01-13,대전,0.4,6.9,-4.5,,8.8
2024-01-14,대전,1.2,9.4,-4.6,3.5,3.3
2024-01-15,대전,-2.1,3.7,-6.0,,9.0
2024-01-16,대전,-1.9,5.0,-7.2,,8.5
2024-01-17,대전,0.8,2.8,-2.9,12.7,0.0
2024-01-18,대전,4.3,6.5,2.6,15.2,0.0
2024-01-19,대전,5.9,9.3,4.5,,3.1
2024-01-20,대전,4.4,6.0,2.1,12.2,0.0
2024-01-21,대전,2.7,9.0,-0.2,0.2,1.5
2024-01-22,대전,-5.4,-0.2,-8.8,0.0,1.7
2024-01-23,대전,-9.2,-6.0,-12.3,0.1,4.1
2024-01-24,대전,-6.9,-2.6,-11.6,0.0,7.3
2024-01-25,대전,-4.3,2.4,-9.9,,9.3
2024-01-26,대전,-1.9,3.9,-7.1,,3.0
2024-01-27,대전,0.1,6.1,-4.4,,9.0
2024-01-28,대전,-0.3,4.5,-4.0,,4.7
2024-01-29,대전,-1.0,5.2,-5.8,,7.5
2024-01-30,대전,1.3,10.2,-5.4,,9.2
2024-01-31,대전,5.9,13.0,0.1,0.0,5.4
2024-02-01,대전,4.0,6.2,2.4,,0.0
2024-02-02,대전,4.1,9.5,0.4,,7.7
2024-02-03,대전,4.6,9.6,-0.3,0.4,0.3
2024-02-04,대전,6.2,10.3,3.5,1.3,1.1
2024-02-05,대전,4.1,6.1,1.6,12.3,0.0
2024-02-06,대전,1.7,4.2,-0.2,1.1,0.0
2024-02-07,대전,0.3,5.2,-2.0,,2.6
2024-02-08,대전,0.6,6.8,-4.1,,9.1
2024-02-09,대전,1.2,7.4,-4.0,,8.9
2024-02-10,대전,1.3,7.7,-3.7,0.0,5.5
2024-02-11,대전,0.8,7.3,-4.1,0.0,4.2
2024-02-12,대전,3.6,12.2,-3.7,,9.6
2024-02-13,대전,8.4,16.3,0.1,,8.4
2024-02-14,대전,13.2,19.0,9.0,0.0,2.8
2024-02-15,대전,5.9,13.3,-0.3,2.0,0.3
2024-02-16,대전,3.1,10.1,-2.0,,8.7
2024-02-17,대전,5.5,14.5,-2.1,,10.0
2024-02-18,대전,5.5,9.8,-0.7,28.4,0.1
2024-02-19,대전,9.8,13.5,5.1,16.6,0.0
2024-02-20,대전,5.3,7.1,3.3,5.0,0.0
2024-02-21,대전,4.0,5.6,2.8,17.9,0.0
2024-02-22,대전,2.1,3.6,1.1,3.7,0.0
2024-02-23,대전,3.0,6.8,0.7,0.0,3.2
2024-02-24,대전,2.9,7.2,0.2,3.3,2.6
2024-02-25,대전,2.3,4.7,0.0,1.7,0.0
2024-02-26,대전,3.7,9.4,-2.0,,7.3
2024-02-27,대전,5.3,10.6,1.4,,7.3
2024-02-28,대전,6.3,11.8,2.4,,3.7
2024-02-29,대전,5.1,7.0,2.4,0.2,0.0
2024-03-01,대전,-2.2,2.5,-5.8,,10.2
2024-03-02,대전,-0.9,4.3,-7.9,0.0,9.9
2024-03-03,대전,5.3,10.8,1.2,1.2,5.1
2024-03-04,대전,6.7,13.1,-0.3,,5.7
2024-03-05,대전,5.9,8.1,4.6,2.5,0.0
2024-03-06,대전,7.0,12.2,2.0,,5.8
2024-03-07,대전,4.6,8.6,0.6,0.0,6.7
2024-03-08,대전,2.9,8.7,-0.7,,10.2
2024-03-09,대전,2.3,9.1,-3.2,,10.9
2024-03-10,대전,4.6,13.0,-3.2,,11.0
2024-03-11,대전,6.4,12.0,-0.4,,4.4
2024-03-12,대전,5.6,10.6,2.7,2.0,0.9
2024-03-13,대전,6.6,13.3,0.2,,10.8
2024-03-14,대전,8.4,16.5,1.8,,10.8
2024-03-15,대전,9.5,18.5,0.7,,11.0
2024-03-16,대전,11.4,21.4,1.8,0.0,8.8
2024-03-17,대전,9.7,14.2,3.9,0.0,6.8
2024-03-18,대전,7.9,15.6,0.1,,10.2
2024-03-19,대전,7.2,12.4,4.2,0.0,3.2
2024-03-20,대전,4.6,9.6,1.1,,9.9
2024-03-21,대전,5.2,11.7,-1.6,,11.0
2024-03-22,대전,10.1,18.2,2.3,4.1,5.9
2024-03-23,대전,14.9,21.3,10.1,0.3,9.3
2024-03-24,대전,14.1,19.4,10.7,,3.6
2024-03-25,대전,9.4,13.4,6.6,6.8,0.0
2024-03-26,대전,6.7,11.7,3.3,19.5,3.0
2024-03-27,대전,10.2,17.7,2.2,,9.0
2024-03-28,대전,9.0,10.3,8.3,21.3,0.0
2024-03-29,대전,9.3,13.8,5.8,0.2,2.5
2024-03-30,대전,10.0,16.5,1.8,0.0,4.4
2024-03-31,대전,10.9,18.8,2.3,,11.2
2024-04-01,대전,13.1,22.1,3.7,,11.6
2024-04-02,대전,16.1,26.1,5.9,0.0,8.6
2024-04-03,대전,13.2,14.2,12.1,16.0,0.0
2024-04-04,대전,13.4,16.9,11.5,0.0,0.2
2024-04-05,대전,13.3,19.2,9.9,0.0,6.1
2024-04-06,대전,13.2,20.2,7.7,,5.3
2024-04-07,대전,15.9,24.7,7.1,,11.4
2024-04-08,대전,16.5,23.7,8.4,,5.6
2024-04-09,대전,15.3,21.4,9.2,,11.3
2024-04-10,대전,14.5,20.6,9.2,,9.3
2024-04-11,대전,16.1,23.2,11.1,,6.7
2024-04-12,대전,17.5,25.5,10.0,,11.5
2024-04-13,대전,19.3,28.4,10.3,,11.9
2024-04-14,대전,20.3,29.3,11.2,,10.5
2024-04-15,대전,16.2,19.6,12.5,7.5,0.0
2024-04-16,대전,14.3,20.6,11.6,0.5,8.0
2024-04-17,대전,15.6,23.0,9.0,,9.7
2024-04-18,대전,17.3,26.1,8.7,,11.5
2024-04-19,대전,18.2,26.4,9.0,,11.0
2024-04-20,대전,14.1,16.4,13.2,3.5,0.0
2024-04-21,대전,16.2,18.1,13.7,0.1,0.0
2024-04-22,대전,17.4,23.0,14.2,0.0,6.2
2024-04-23,대전,16.4,23.0,10.6,0.0,7.8
2024-04-24,대전,13.8,17.8,10.9,4.3,4.1
2024-04-25,대전,15.6,23.3,9.6,,8.8
2024-04-26,대전,17.8,27.2,9.9,,10.0
2024-04-27,대전,18.7,27.6,10.7,,12.5
2024-04-28,대전,19.9,29.4,9.5,,11.3
2024-04-29,대전,17.2,19.2,15.5,0.8,0.0
2024-04-30,대전,16.6,20.8,13.3,0.0,0.4
2024-05-01,대전,16.5,21.6,11.8,,8.8
2024-05-02,대전,17.0,24.8,9.6,,12.5
2024-05-03,대전,18.4,27.5,8.8,,12.6
2024-05-04,대전,21.1,28.9,10.9,0.0,12.2
2024-05-05,대전,18.1,21.7,16.8,55.4,0.0
2024-05-06,대전,14.4,16.8,13.3,2.0,0.3
2024-05-07,대전,12.9,16.3,10.7,14.1,0.0
2024-05-08,대전,14.4,20.1,9.7,1.8,10.5
2024-05-09,대전,15.6,22.8,8.1,,12.8
2024-05-10,대전,17.9,25.4,9.6,,12.5
2024-05-11,대전,18.9,25.3,12.6,8.5,5.9
2024-05-12,대전,16.6,22.8,11.3,3.1,11.3
2024-05-13,대전,17.6,25.6,9.3,,13.4
2024-05-14,대전,18.5,25.8,10.1,,13.3
2024-05-15,대전,13.7,23.1,8.1,8.7,8.1
2024-05-16,대전,14.2,20.7,7.0,3.0,12.7
2024-05-17,대전,19.2,25.6,13.5,,11.6
2024-05-18,대전,20.4,27.6,12.1,,12.9
2024-05-19,대전,21.6,29.3,14.2,,12.8
2024-05-20,대전,19.3,25.4,13.0,,4.7
2024-05-21,대전,20.5,26.5,15.5,,7.7
2024-05-22,대전,21.5,28.1,15.2,,11.1
2024-05-23,대전,22.2,29.4,15.7,,11.6
2024-05-24,대전,21.2,28.1,14.3,,9.4
2024-05-25,대전,19.4,22.3,17.3,,0.0
2024-05-26,대전,20.4,27.0,14.3,30.2,5.5
2024-05-27,대전,18.5,23.2,13.7,,10.9
2024-05-28,대전,18.8,25.2,12.1,,11.3
2024-05-29,대전,20.9,28.4,12.7,,13.3
2024-05-30,대전,21.1,25.6,16.1,,0.9
2024-05-31,대전,21.4,27.4,16.3,,12.9
2024-06-01,대전,20.0,25.3,16.6,0.0,8.3
2024-06-02,대전,20.1,27.1,13.9,,13.2
2024-06-03,대전,20.8,27.5,13.5,,12.8
2024-06-04,대전,21.6,28.0,15.3,,13.7
2024-06-05,대전,22.5,28.9,16.3,,9.8
2024-06-06,대전,22.8,29.3,17.5,,10.1
2024-06-07,대전,22.8,28.9,16.0,0.0,7.1
2024-06-08,대전,20.5,26.1,17.4,4.7,2.7
2024-06-09,대전,23.9,30.2,18.8,,10.8
2024-06-10,대전,24.7,31.5,17.3,,10.8
2024-06-11,대전,25.8,32.2,21.5,,12.8
2024-06-12,대전,25.3,33.4,18.3,,12.8
2024-06-13,대전,25.9,33.8,17.7,,13.0
2024-06-14,대전,26.6,33.1,20.1,0.0,12.6
2024-06-15,대전,24.3,29.0,21.5,2.8,4.0
2024-06-16,대전,24.4,30.2,19.1,,12.5
2024-06-17,대전,23.4,29.0,17.3,,7.5
2024-06-18,대전,25.4,34.1,16.5,,13.7
2024-06-19,대전,27.5,36.6,19.2,,12.4
2024-06-20,대전,25.7,32.5,20.0,,6.3
2024-06-21,대전,26.4,33.2,18.7,,10.9
2024-06-22,대전,23.5,25.3,22.4,13.2,0.0
2024-06-23,대전,24.2,28.1,22.1,1.1,3.1
2024-06-24,대전,25.3,30.0,20.3,,8.1
2024-06-25,대전,22.9,28.5,18.1,,7.9
2024-06-26,대전,24.3,30.6,17.8,,12.5
2024-06-27,대전,23.7,28.4,19.2,,2.1
2024-06-28,대전,25.7,32.3,18.3,,13.2
2024-06-29,대전,25.3,30.2,22.0,45.1,4.4
2024-06-30,대전,24.2,26.2,22.3,10.0,1.1
2024-07-01,대전,26.2,31.9,21.5,,8.7
2024-07-02,대전,24.0,26.5,20.8,57.0,0.0
2024-07-03,대전,25.7,29.9,23.1,31.9,3.8
2024-07-04,대전,28.1,32.2,23.3,,10.0
2024-07-05,대전,25.8,29.2,23.2,3.9,7.9
2024-07-06,대전,27.5,31.4,23.5,0.1,0.4
2024-07-07,대전,25.5,27.6,22.5,36.2,0.0
2024-07-08,대전,23.9,25.9,22.3,137.5,0.0
2024-07-09,대전,23.1,24.3,22.0,15.3,0.0
2024-07-10,대전,23.4,26.8,21.1,88.6,1.8
2024-07-11,대전,24.4,27.1,22.1,2.4,0.2
2024-07-12,대전,26.0,31.4,22.3,,7.1
2024-07-13,대전,26.3,31.1,22.7,4.9,6.4
2024-07-14,대전,26.2,29.9,23.5,,5.3
2024-07-15,대전,26.6,31.2,23.7,0.2,7.0
2024-07-16,대전,24.6,27.3,22.0,45.6,0.9
2024-07-17,대전,26.7,29.8,22.2,0.8,1.3
2024-07-18,대전,25.9,27.6,23.8,28.8,0.0
2024-07-19,대전,25.1,28.6,23.2,1.4,1.6
2024-07-20,대전,26.0,31.3,22.6,15.2,3.7
2024-07-21,대전,27.8,31.9,24.9,1.5,5.0
2024-07-22,대전,28.9,31.7,26.0,,2.8
2024-07-23,대전,27.2,28.5,26.1,3.9,0.0
2024-07-24,대전,28.6,33.4,25.3,2.5,7.0
2024-07-25,대전,28.1,34.7,24.7,0.1,7.6
2024-07-26,대전,28.4,34.0,25.1,1.3,5.1
2024-07-27,대전,28.2,32.4,26.0,6.0,1.8
2024-07-28,대전,29.7,34.1,25.8,,9.1
2024-07-29,대전,28.6,32.2,26.4,,5.6
2024-07-30,대전,28.7,32.8,26.3,,7.4
2024-07-31,대전,29.5,34.3,26.1,,6.6
2024-08-01,대전,30.0,34.2,26.9,,5.9
2024-08-02,대전,30.3,34.3,27.3,,8.7
2024-08-03,대전,30.7,35.6,27.4,,7.6
2024-08-04,대전,29.1,35.5,26.2,0.9,6.0
2024-08-05,대전,27.4,34.3,24.0,34.3,5.4
2024-08-06,대전,28.6,33.9,23.4,,9.1
2024-08-07,대전,28.9,34.6,25.4,1.0,8.1
2024-08-08,대전,27.3,29.6,25.4,0.0,1.6
2024-08-09,대전,28.4,33.9,24.6,,9.3
2024-08-10,대전,28.7,33.8,24.6,,5.8
2024-08-11,대전,29.6,34.0,25.2,,7.2
2024-08-12,대전,30.5,35.6,26.0,,11.1
2024-08-13,대전,29.2,35.0,24.9,19.3,11.0
2024-08-14,대전,29.5,34.6,24.6,,12.4
2024-08-15,대전,29.5,34.1,25.6,,11.1
2024-08-16,대전,29.7,34.2,25.5,,12.0
